feature,shap_value,shap_importance,shap_force,actualvars,actualvals,z_vals
rt,0.018315788358449936,0.07505878648938337,-0.01350066344965405,actual_rt,4681,-0.550401276367587
rt,-0.02376631647348404,0.07505878648938337,-0.01350066344965405,actual_rt,8576,-0.18183157594632104
rt,0.056348785758018494,0.07505878648938337,-0.01350066344965405,actual_rt,9911,-0.055505375673563694
rt,0.009681918658316135,0.07505878648938337,-0.01350066344965405,actual_rt,6396,-0.38811705654153533
rt,0.21723568439483643,0.07505878648938337,-0.01350066344965405,actual_rt,2678,-0.7399378899603457
rt,0.101009301841259,0.07505878648938337,-0.01350066344965405,actual_rt,3761,-0.6374575342334572
rt,0.10952412337064743,0.07505878648938337,-0.01350066344965405,actual_rt,1463,-0.8549089261636417
rt,-0.011359872296452522,0.07505878648938337,-0.01350066344965405,actual_rt,1188,-0.8809311771561573
rt,-0.04778715968132019,0.07505878648938337,-0.01350066344965405,actual_rt,1310,-0.869386760352205
rt,-0.007185457274317741,0.07505878648938337,-0.01350066344965405,actual_rt,1671,-0.8352266417765754
rt,0.03774818032979965,0.07505878648938337,-0.01350066344965405,actual_rt,7572,-0.27683644866081425
rt,0.028456933796405792,0.07505878648938337,-0.01350066344965405,actual_rt,9246,-0.1184319098918286
rt,0.038466788828372955,0.07505878648938337,-0.01350066344965405,actual_rt,8087,-0.228103869529376
rt,0.04009900242090225,0.07505878648938337,-0.01350066344965405,actual_rt,4323,-0.5842775158414799
rt,0.07621995359659195,0.07505878648938337,-0.01350066344965405,actual_rt,7968,-0.23936440723159183
rt,-0.11928500980138779,0.07505878648938337,-0.01350066344965405,actual_rt,19548,0.8564089254714271
rt,-0.17453506588935852,0.07505878648938337,-0.01350066344965405,actual_rt,12448,0.18456171802829804
rt,-0.10461100190877914,0.07505878648938337,-0.01350066344965405,actual_rt,16807,0.597038052851481
rt,-0.28076690435409546,0.07505878648938337,-0.01350066344965405,actual_rt,13147,0.25070554873291034
rt,-0.12486021965742111,0.07505878648938337,-0.01350066344965405,actual_rt,29281,1.777407357871987
rt,-0.09284861385822296,0.07505878648938337,-0.01350066344965405,actual_rt,11643,0.10838749239566159
rt,0.013657169416546822,0.07505878648938337,-0.01350066344965405,actual_rt,9779,-0.06799605614997116
rt,0.0114804208278656,0.07505878648938337,-0.01350066344965405,actual_rt,8748,-0.16555584078009314
rt,0.004737669602036476,0.07505878648938337,-0.01350066344965405,actual_rt,10236,-0.024751806318772576
rt,0.02633005566895008,0.07505878648938337,-0.01350066344965405,actual_rt,6330,-0.39436239677973906
rt,0.05030761659145355,0.07505878648938337,-0.01350066344965405,actual_rt,4284,-0.5879679441640548
rt,-0.005640449468046427,0.07505878648938337,-0.01350066344965405,actual_rt,10939,0.04177052985482175
rt,0.032249972224235535,0.07505878648938337,-0.01350066344965405,actual_rt,5433,-0.47924224819896255
rt,-0.17442160844802856,0.07505878648938337,-0.01350066344965405,actual_rt,16639,0.5811408231542352
rt,-0.0062034353613853455,0.07505878648938337,-0.01350066344965405,actual_rt,18293,0.7376528345783105
rt,-0.07477568835020065,0.07505878648938337,-0.01350066344965405,actual_rt,49368,3.6781671967325686
rt,0.06435644626617432,0.07505878648938337,-0.01350066344965405,actual_rt,5697,-0.4542608872461476
rt,0.01060006394982338,0.07505878648938337,-0.01350066344965405,actual_rt,9962,-0.050679430944042626
rt,0.30389344692230225,0.07505878648938337,-0.01350066344965405,actual_rt,3867,-0.6274271393054329
rt,-0.21697385609149933,0.07505878648938337,-0.01350066344965405,actual_rt,11393,0.0847309005842838
rt,0.006446292623877525,0.07505878648938337,-0.01350066344965405,actual_rt,7408,-0.29235517288907803
rt,-0.06911059468984604,0.07505878648938337,-0.01350066344965405,actual_rt,15599,0.4827294012189036
rt,-0.2930464446544647,0.07505878648938337,-0.01350066344965405,actual_rt,17231,0.6371596325635778
rt,0.0683038979768753,0.07505878648938337,-0.01350066344965405,actual_rt,3449,-0.6669809608140567
rt,-0.0943143218755722,0.07505878648938337,-0.01350066344965405,actual_rt,16664,0.583506482335373
rt,-0.14153291285037994,0.07505878648938337,-0.01350066344965405,actual_rt,15318,0.456139392022915
rt,-0.1790308952331543,0.07505878648938337,-0.01350066344965405,actual_rt,21175,1.0103660249798736
rt,-0.03557279706001282,0.07505878648938337,-0.01350066344965405,actual_rt,10239,-0.024467927217036042
rt,-0.0581962876021862,0.07505878648938337,-0.01350066344965405,actual_rt,16251,0.5444257926629769
rt,-0.04651474207639694,0.07505878648938337,-0.01350066344965405,actual_rt,10705,0.019627959919372145
rt,-0.012362594716250896,0.07505878648938337,-0.01350066344965405,actual_rt,8529,-0.18627901520686008
rt,0.07421936839818954,0.07505878648938337,-0.01350066344965405,actual_rt,2690,-0.7388023735533996
rt,0.005422817077487707,0.07505878648938337,-0.01350066344965405,actual_rt,6988,-0.3320982471321927
rt,0.015114680863916874,0.07505878648938337,-0.01350066344965405,actual_rt,8134,-0.22365643026883697
rt,0.03848440945148468,0.07505878648938337,-0.01350066344965405,actual_rt,8344,-0.20378489314727963
rt,-0.0462462492287159,0.07505878648938337,-0.01350066344965405,actual_rt,1416,-0.8593563654241807
rt,-0.044101521372795105,0.07505878648938337,-0.01350066344965405,actual_rt,12219,0.16289227992907598
